Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,0,Not Graduate,No,2032,412,133.6,300.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1500,0,146.2,84.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1500,0,106.0,120.0,1.0,Urban,1
Male,Yes,1,Not Graduate,No,2627,956,,240.0,1.0,Semiurban,1
Male,Yes,1,Graduate,No,2637,799,,300.0,1.0,Urban,1
Female,Yes,0,Graduate,No,1500,0,152.9,480.0,1.0,Urban,1
Male,No,0,Graduate,No,3093,1091,87.7,240.0,1.0,Rural,1
Male,Yes,0,Graduate,No,1500,943,115.8,36.0,1.0,Urban,1
Male,Yes,1,Graduate,No,2104,0,76.8,84.0,1.0,Urban,1
Male,Yes,0,Not Graduate,No,2957,0,53.8,480.0,1.0,Urban,1
Male,No,3+,Graduate,No,1771,0,84.6,12.0,0.0,Urban,0
Male,No,0,Graduate,No,2375,0,105.1,480.0,1.0,Rural,1
Female,No,1,Not Graduate,No,1500,1209,64.9,360.0,0.0,Semiurban,0
Male,Yes,0,Graduate,No,1606,0,80.0,60.0,1.0,Rural,1
Male,Yes,0,Graduate,No,1597,0,,60.0,0.0,Semiurban,0
Male,Yes,1,Graduate,Yes,1500,1224,157.5,,1.0,Urban,1
Male,Yes,1,Graduate,Yes,1626,508,77.7,360.0,0.0,Urban,0
Male,Yes,3+,Not Graduate,No,1500,390,186.1,480.0,1.0,Rural,1
Female,Yes,0,Graduate,No,1500,653,193.3,60.0,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,1523,0,,300.0,1.0,Rural,0
Female,Yes,1,Graduate,No,1550,0,54.4,36.0,1.0,Semiurban,1
Female,No,1,Not Graduate,No,1564,1299,31.7,60.0,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,1742,375,43.1,36.0,1.0,Rural,0
Male,Yes,0,Not Graduate,No,2410,0,45.3,12.0,1.0,Rural,1
Male,No,0,Graduate,No,3055,1354,179.3,36.0,1.0,Semiurban,1
Male,Yes,2,Not Graduate,Yes,1500,1240,95.4,,1.0,Urban,0
Male,No,0,Graduate,No,1500,301,109.4,360.0,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,1500,588,29.7,36.0,1.0,Semiurban,1
Male,Yes,0,Not Graduate,No,1500,1048,49.5,240.0,1.0,Rural,1
Male,No,0,Graduate,No,1500,1596,140.3,120.0,1.0,Semiurban,1
Female,No,0,Not Graduate,Yes,1500,235,103.9,60.0,1.0,Urban,0
Male,No,0,Graduate,No,1500,978,83.6,360.0,1.0,Rural,0
Female,Yes,0,Graduate,No,1500,1212,119.4,180.0,1.0,Rural,1
Male,Yes,2,Graduate,No,2015,1987,204.0,12.0,1.0,Urban,1
Male,Yes,0,Graduate,No,2583,0,80.6,120.0,1.0,Rural,1
Male,Yes,0,Graduate,Yes,1500,0,93.2,240.0,0.0,Urban,0
Male,No,2,Graduate,No,1500,626,99.1,,0.0,Semiurban,1
Female,Yes,1,Graduate,No,1500,288,297.7,300.0,1.0,Rural,0
Male,No,0,Graduate,No,1774,0,31.5,480.0,1.0,Semiurban,1
Female,Yes,0,Graduate,No,1500,2210,126.7,120.0,1.0,Urban,1
Male,Yes,0,Graduate,No,2550,2908,85.0,360.0,1.0,Semiurban,1
Male,Yes,1,Graduate,No,1500,0,119.5,360.0,1.0,Rural,0
Male,No,3+,Graduate,No,1500,0,64.8,360.0,1.0,Urban,1
Female,No,1,Graduate,No,2166,0,87.8,,1.0,Semiurban,1
Female,No,1,Not Graduate,No,2018,743,128.5,36.0,1.0,Semiurban,0
Male,No,1,Not Graduate,No,9098,0,426.9,60.0,1.0,Urban,0
Male,No,0,Graduate,No,2230,3527,134.8,84.0,,Semiurban,1
Male,No,0,Graduate,No,1500,0,,480.0,1.0,Rural,1
Male,Yes,1,Not Graduate,No,1707,3395,72.8,360.0,1.0,Semiurban,1
Female,Yes,3+,Graduate,No,1500,875,71.8,480.0,1.0,Semiurban,1
Female,Yes,0,Graduate,No,1722,0,36.7,180.0,1.0,Urban,1
Male,No,1,Graduate,No,1500,409,76.3,12.0,1.0,Semiurban,0
Male,No,0,Not Graduate,Yes,3131,1652,129.9,360.0,1.0,Rural,0
Male,Yes,0,Graduate,No,1500,0,47.6,180.0,1.0,Urban,1
Male,No,0,Graduate,No,1685,407,152.1,84.0,1.0,Semiurban,1
Female,No,0,Not Graduate,Yes,1500,1277,114.9,84.0,1.0,Semiurban,0
Male,Yes,2,Not Graduate,Yes,5132,2223,62.4,60.0,1.0,Semiurban,1
Female,Yes,0,Graduate,No,1500,0,83.9,240.0,,Urban,0
Male,No,1,Graduate,No,5429,0,200.2,60.0,1.0,Rural,0
Female,Yes,2,Not Graduate,No,2946,1028,129.9,36.0,1.0,Urban,1
Male,No,3+,Graduate,No,2414,0,90.4,480.0,1.0,Rural,1
Male,Yes,0,Graduate,No,2255,1609,79.9,300.0,1.0,Semiurban,1
Female,No,0,Graduate,No,2289,0,93.5,,,Semiurban,0
Male,No,0,Not Graduate,No,1500,1051,69.7,300.0,1.0,Urban,0
Male,No,3+,Graduate,No,1529,4019,31.4,12.0,0.0,Rural,0
Female,Yes,3+,Not Graduate,No,3002,0,249.9,120.0,1.0,Urban,0
Female,No,0,Not Graduate,No,1755,860,97.3,360.0,1.0,Urban,0
Male,No,2,Graduate,No,1500,354,109.8,12.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1752,912,87.4,84.0,1.0,Rural,1
Male,No,1,Graduate,No,5026,0,62.3,180.0,1.0,Urban,1
Male,Yes,0,Graduate,No,3820,2147,82.0,480.0,1.0,Urban,1
Male,Yes,2,Graduate,No,1742,1515,40.5,300.0,1.0,Rural,1
Male,Yes,0,Not Graduate,No,3199,480,281.1,60.0,1.0,Rural,0
Male,Yes,2,Graduate,No,1500,1237,48.6,120.0,1.0,Urban,1
Male,Yes,2,Not Graduate,No,1500,1754,53.7,240.0,1.0,Semiurban,1
Male,No,1,Graduate,No,1500,0,72.2,12.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,4618,0,171.4,240.0,,Semiurban,0
Male,No,0,Graduate,No,1533,1867,90.7,300.0,1.0,Rural,1
Male,Yes,0,Graduate,No,1562,1143,48.5,300.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1510,1439,168.5,360.0,1.0,Rural,1
Male,Yes,0,Graduate,No,5667,2629,129.7,180.0,0.0,Semiurban,1
Female,No,3+,Graduate,Yes,4796,0,117.8,180.0,1.0,Semiurban,1
Male,Yes,1,Graduate,Yes,6844,858,128.7,36.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1643,638,298.0,,1.0,Rural,0
Male,No,0,Graduate,No,2158,0,,84.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,2594,63.9,84.0,0.0,Urban,0
Male,Yes,1,Not Graduate,No,4385,0,202.7,300.0,0.0,Urban,0
Male,Yes,0,Graduate,No,1500,205,109.0,12.0,1.0,Rural,1
Male,No,3+,Graduate,No,2059,0,115.5,480.0,1.0,Rural,0
Male,Yes,0,Graduate,No,1500,0,38.6,84.0,1.0,Semiurban,1
Male,No,3+,Graduate,No,1500,0,82.7,84.0,1.0,Urban,1
Female,Yes,2,Graduate,No,1500,0,60.0,12.0,1.0,Rural,0
Male,No,0,Graduate,No,1500,901,136.2,60.0,0.0,Rural,0
Male,No,3+,Graduate,No,1500,447,153.8,120.0,1.0,Semiurban,1
Male,No,0,Graduate,No,1500,0,31.9,180.0,1.0,Urban,0
Female,Yes,2,Graduate,No,2980,611,89.0,360.0,1.0,Urban,1
Male,No,0,Graduate,No,1500,5058,157.7,360.0,0.0,Semiurban,0
Male,Yes,2,Graduate,Yes,2063,1634,82.0,360.0,1.0,Rural,1
Female,Yes,2,Not Graduate,Yes,3754,730,129.6,12.0,1.0,Urban,1
Female,Yes,2,Graduate,No,1500,714,107.3,360.0,,Semiurban,0
Female,No,2,Graduate,Yes,1500,1027,,300.0,1.0,Urban,0
Male,No,0,Graduate,No,1574,0,78.6,36.0,1.0,Rural,1
Male,No,0,Graduate,No,3669,2396,49.0,,1.0,Semiurban,1
Male,Yes,0,Graduate,Yes,2031,1249,51.4,12.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,657,128.3,180.0,1.0,Semiurban,1
Male,No,1,Graduate,No,2417,4118,90.9,360.0,0.0,Semiurban,0
Male,Yes,0,Graduate,No,1500,0,84.0,240.0,0.0,Urban,0
Female,Yes,3+,Graduate,No,2721,1878,72.8,120.0,1.0,Rural,0
Male,Yes,1,Graduate,No,2310,716,,36.0,0.0,Urban,0
Male,Yes,2,Graduate,Yes,1503,0,151.9,12.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,1363,76.1,36.0,1.0,Urban,1
Male,Yes,2,Graduate,No,1500,292,46.0,12.0,1.0,Urban,1
Male,Yes,3+,Not Graduate,No,2492,4494,130.6,60.0,1.0,Urban,1
Male,Yes,0,Graduate,No,3779,0,,180.0,1.0,Urban,1
Male,No,1,Graduate,No,1500,830,91.4,300.0,1.0,Semiurban,1
Male,Yes,2,Graduate,No,2380,506,201.1,60.0,,Urban,0
Male,Yes,0,Not Graduate,No,1500,1398,89.1,480.0,1.0,Rural,1
Male,No,0,Graduate,No,1500,1165,104.0,360.0,1.0,Urban,1
Female,Yes,0,Graduate,No,1774,1406,49.9,480.0,1.0,Urban,1
Male,No,0,Graduate,No,1500,1254,80.7,120.0,1.0,Urban,1
Male,No,0,Graduate,No,1500,1563,122.1,240.0,1.0,Rural,1
Female,Yes,0,Graduate,No,1500,0,41.4,,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2154,0,99.5,60.0,0.0,Rural,0
Female,No,0,Not Graduate,No,1615,525,94.7,36.0,,Urban,0
Male,No,3+,Graduate,No,1500,0,,36.0,1.0,Rural,1
Female,Yes,0,Graduate,No,1500,3457,151.2,120.0,1.0,Urban,1
Male,Yes,3+,Not Graduate,No,1500,9961,106.4,12.0,1.0,Urban,1
Female,Yes,0,Graduate,No,2379,0,188.5,36.0,1.0,Semiurban,1
Male,No,0,Graduate,No,1500,0,54.8,360.0,1.0,Semiurban,1
Female,Yes,0,Graduate,No,1500,0,96.3,240.0,1.0,Rural,0
Male,No,0,Graduate,Yes,1500,1615,,180.0,1.0,Urban,0
Male,Yes,0,Graduate,No,4158,0,52.7,360.0,0.0,Rural,0
Female,Yes,1,Not Graduate,No,1500,4215,145.2,240.0,0.0,Semiurban,0
Male,Yes,0,Graduate,No,2275,0,287.8,,1.0,Semiurban,1
Male,Yes,1,Graduate,No,1967,0,89.3,360.0,,Urban,0
Male,Yes,1,Graduate,No,1500,788,,180.0,0.0,Urban,0
Male,Yes,0,Not Graduate,No,2866,0,93.9,,1.0,Rural,0
Male,Yes,0,Not Graduate,Yes,2057,1855,,84.0,1.0,Semiurban,0
Male,No,2,Not Graduate,No,2452,258,36.2,12.0,1.0,Semiurban,1
Female,Yes,0,Graduate,No,19067,1118,,120.0,1.0,Rural,1
Male,Yes,0,Graduate,No,1500,256,44.9,360.0,1.0,Urban,1
Male,No,3+,Graduate,No,5088,0,211.0,300.0,1.0,Semiurban,0
Female,No,0,Graduate,No,1521,0,85.0,,1.0,Semiurban,1
Female,No,1,Graduate,Yes,2148,1411,75.7,120.0,1.0,Urban,1
Male,No,3+,Graduate,No,1759,0,140.4,360.0,0.0,Urban,0
Male,Yes,0,Graduate,No,1500,0,51.4,60.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1500,1110,61.3,60.0,1.0,Semiurban,1
Male,No,0,Graduate,No,2203,0,93.1,12.0,1.0,Rural,1
Male,No,0,Graduate,No,1500,421,150.6,360.0,1.0,Urban,0
Male,Yes,0,Graduate,No,2836,0,115.7,180.0,1.0,Rural,1
Male,No,1,Graduate,No,1500,165,101.9,36.0,0.0,Urban,0
Male,Yes,0,Graduate,No,1500,705,93.6,300.0,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,1500,779,110.0,360.0,0.0,Semiurban,0
Female,Yes,3+,Graduate,No,3844,0,99.6,360.0,1.0,Urban,1
Male,Yes,2,Graduate,No,1500,1114,53.8,36.0,1.0,Urban,0
Male,Yes,1,Graduate,No,2241,409,,36.0,1.0,Rural,0
Male,Yes,0,Not Graduate,No,1500,550,52.6,240.0,1.0,Rural,1
Female,No,1,Graduate,No,2849,0,93.7,84.0,1.0,Urban,0
Male,Yes,0,Graduate,No,2727,1037,70.8,12.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,5481,731,320.4,300.0,1.0,Semiurban,1
Female,No,0,Graduate,No,1627,783,88.2,36.0,1.0,Urban,1
Female,No,2,Graduate,No,2700,1785,44.6,60.0,1.0,Semiurban,1
Female,No,0,Graduate,No,1917,0,84.2,120.0,0.0,Rural,0
Male,No,0,Not Graduate,No,3934,0,116.7,60.0,,Urban,0
Male,No,0,Graduate,No,1500,5008,207.8,240.0,0.0,Rural,0
Male,Yes,0,Not Graduate,No,2827,404,67.0,240.0,1.0,Urban,0
Female,Yes,2,Graduate,No,1608,0,40.8,36.0,1.0,Semiurban,1
Female,Yes,1,Graduate,No,1739,1897,135.4,240.0,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,1910,0,45.1,180.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2103,0,,480.0,0.0,Semiurban,0
Male,No,0,Graduate,No,1686,0,79.1,360.0,1.0,Urban,1
Female,Yes,0,Graduate,No,2056,914,86.9,360.0,1.0,Rural,1
Female,Yes,0,Graduate,No,4660,3357,127.1,36.0,,Rural,0
Male,Yes,0,Graduate,Yes,3265,0,,240.0,,Urban,0
Male,No,2,Graduate,No,3045,2005,,120.0,1.0,Rural,1
Male,Yes,0,Graduate,Yes,1500,0,89.4,180.0,1.0,Urban,1
Female,No,0,Graduate,No,1500,489,97.0,12.0,1.0,Rural,1
Female,Yes,0,Graduate,No,3207,0,94.5,240.0,1.0,Urban,1
Female,Yes,0,Graduate,No,3058,622,111.9,180.0,0.0,Urban,0
Male,Yes,0,Graduate,No,4374,2142,137.3,84.0,1.0,Urban,0
Male,No,3+,Graduate,No,1500,1574,,12.0,1.0,Semiurban,1
Male,Yes,2,Graduate,No,1575,0,112.9,360.0,,Semiurban,1
Male,No,3+,Graduate,No,1500,0,40.8,84.0,1.0,Semiurban,1
Female,Yes,0,Not Graduate,No,1500,677,92.3,36.0,1.0,Urban,0
Female,Yes,0,Graduate,Yes,3287,1265,114.4,300.0,1.0,Semiurban,1
Female,No,0,Graduate,No,1500,0,129.6,36.0,1.0,Semiurban,1
Female,No,0,Graduate,No,2655,353,63.7,120.0,1.0,Semiurban,1
Male,No,2,Graduate,No,1612,1352,,180.0,1.0,Urban,1
Male,No,0,Graduate,No,2196,2106,,300.0,1.0,Urban,1
Female,No,0,Not Graduate,No,1500,820,117.7,12.0,1.0,Rural,1
Female,No,0,Graduate,No,1902,1790,150.9,12.0,1.0,Urban,1
Male,No,0,Not Graduate,No,1500,7865,73.4,84.0,1.0,Urban,1
Male,No,1,Not Graduate,Yes,1616,1019,141.7,120.0,0.0,Urban,0
Male,No,0,Not Graduate,No,1500,1444,95.7,360.0,1.0,Semiurban,0
Female,Yes,0,Not Graduate,No,3727,654,84.6,240.0,1.0,Semiurban,1
Male,No,0,Graduate,No,2882,1244,,240.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2392,1513,130.8,300.0,1.0,Urban,1
Male,No,2,Graduate,No,4503,0,105.9,120.0,,Rural,0
Male,No,2,Graduate,No,1500,537,280.9,120.0,1.0,Urban,0
Male,Yes,3+,Graduate,No,5158,1267,58.8,12.0,1.0,Rural,1
Male,No,2,Graduate,No,3163,3051,116.6,360.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1568,1501,69.1,180.0,1.0,Semiurban,1
Male,Yes,1,Graduate,No,3573,2150,58.3,360.0,1.0,Urban,1
Male,No,0,Graduate,No,1500,928,89.5,60.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,0,96.4,120.0,1.0,Semiurban,1
Female,No,2,Graduate,Yes,1500,1333,387.3,36.0,0.0,Semiurban,0
Male,No,0,Not Graduate,No,1500,0,82.1,480.0,0.0,Urban,0
Male,Yes,3+,Graduate,Yes,1500,1370,51.2,120.0,1.0,Rural,1
Female,Yes,0,Graduate,No,3766,547,103.2,300.0,1.0,Rural,1
Male,Yes,1,Graduate,No,1547,704,31.9,36.0,1.0,Semiurban,1
Male,Yes,1,Graduate,No,2233,1252,86.0,300.0,,Rural,0
Male,No,2,Graduate,No,1500,1350,,84.0,1.0,Urban,1
Male,Yes,1,Graduate,No,1500,0,133.9,480.0,1.0,Urban,1
Male,Yes,1,Graduate,No,2126,2293,146.5,480.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,0,,12.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,1735,0,83.5,120.0,,Urban,0
Male,No,0,Graduate,Yes,1500,373,61.4,12.0,0.0,Rural,0
Male,Yes,1,Graduate,No,5957,990,51.2,240.0,1.0,Urban,1
Male,No,0,Graduate,No,3123,802,,300.0,1.0,Urban,1
Male,Yes,1,Graduate,No,1926,1187,,60.0,1.0,Rural,1
Male,No,0,Not Graduate,No,3859,850,73.2,60.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,269,54.7,240.0,1.0,Urban,1
Female,Yes,1,Graduate,Yes,2505,835,118.5,84.0,0.0,Semiurban,0
Male,No,0,Graduate,No,2038,885,,60.0,1.0,Urban,1
Male,Yes,0,Graduate,No,2118,0,,300.0,1.0,Urban,1
Male,No,0,Graduate,No,3879,0,35.6,60.0,1.0,Urban,1
Male,No,3+,Graduate,No,2805,0,84.6,240.0,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,2150,287,90.7,36.0,0.0,Rural,0
Female,Yes,0,Graduate,No,1500,2745,100.4,12.0,0.0,Rural,0
Female,No,0,Graduate,No,1500,937,72.0,180.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1679,2001,81.4,300.0,1.0,Semiurban,1
Female,Yes,2,Graduate,Yes,1912,1159,108.2,12.0,0.0,Semiurban,0
Male,Yes,1,Graduate,No,1500,0,151.4,480.0,1.0,Rural,1
Male,Yes,0,Graduate,No,7684,0,,360.0,,Urban,1
Male,Yes,0,Not Graduate,No,4491,508,74.9,60.0,1.0,Semiurban,1
Female,No,0,Graduate,No,2594,2964,100.2,60.0,0.0,Rural,0
Male,No,1,Graduate,Yes,1887,1012,56.9,84.0,1.0,Rural,1
Male,No,2,Not Graduate,No,1591,1280,,12.0,1.0,Urban,0
Male,No,0,Graduate,No,1500,2602,65.5,360.0,1.0,Urban,0
Male,Yes,0,Not Graduate,No,1894,532,88.2,60.0,0.0,Urban,0
Male,No,0,Graduate,Yes,2110,1663,118.9,480.0,1.0,Urban,1
Male,Yes,3+,Not Graduate,No,1500,0,67.0,84.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,2209,999,35.8,12.0,1.0,Semiurban,1
Male,Yes,2,Not Graduate,No,1647,0,72.7,84.0,1.0,Semiurban,1
Male,Yes,1,Not Graduate,No,1500,383,,12.0,1.0,Urban,1
Male,No,0,Graduate,No,1500,635,76.1,120.0,0.0,Urban,0
Male,No,0,Not Graduate,No,1500,2823,59.0,120.0,1.0,Urban,0
Male,Yes,0,Graduate,No,5611,2039,143.0,240.0,1.0,Urban,1
Female,Yes,1,Graduate,No,2524,1049,76.3,300.0,1.0,Rural,1
Male,No,2,Graduate,No,1500,0,69.8,84.0,0.0,Urban,0
Male,Yes,1,Graduate,No,2420,0,97.0,240.0,1.0,Urban,1
Male,Yes,0,Graduate,No,1500,2834,132.3,84.0,1.0,Semiurban,1
Male,Yes,0,Graduate,No,3462,953,296.1,60.0,0.0,Semiurban,0
Male,No,3+,Graduate,No,1500,0,136.1,180.0,1.0,Semiurban,1
Male,No,2,Not Graduate,No,1709,2446,160.8,84.0,0.0,Rural,0
Male,Yes,0,Not Graduate,Yes,4005,636,69.9,60.0,1.0,Urban,0
Male,Yes,3+,Graduate,Yes,1500,3265,,360.0,0.0,Rural,0
Male,No,1,Graduate,No,1500,0,92.9,120.0,1.0,Urban,1
Male,No,1,Graduate,No,1500,0,95.0,240.0,1.0,Urban,1
Male,Yes,1,Graduate,Yes,3371,844,52.5,180.0,1.0,Rural,1
Male,No,2,Graduate,No,1500,0,82.5,480.0,1.0,Urban,1
Male,Yes,1,Graduate,No,1500,0,109.9,120.0,0.0,Semiurban,1
Male,Yes,0,Graduate,No,1500,797,107.8,240.0,1.0,Urban,1
Male,No,0,Not Graduate,No,2517,529,115.8,180.0,1.0,Semiurban,1
Male,Yes,3+,Graduate,Yes,3715,716,104.1,480.0,1.0,Rural,1
Male,Yes,0,Graduate,No,1500,0,69.9,36.0,1.0,Rural,1
Male,Yes,0,Graduate,No,1500,2144,69.6,,1.0,Rural,1
Male,Yes,0,Graduate,No,3613,0,49.4,36.0,1.0,Semiurban,1
